,idandtype,productname,company,interest_type,deposit_type,highest_rate,deposit_limit,period,monthly_interest,preference,review_counts,average_rate
512,618DEPOSIT,에메랄드적금,bnkgn,단리,정기적립,1.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.1%우대 시 1.1%12개월기본 1.4%우대 시 1.4%24개월기본 1.6%우대 시 1.6%36개월기본 1.7%우대 시 1.7%
","▷인터넷뱅킹, 스마트뱅킹, 고객센터를 통해 신규시 0.05%
▷아래 항목별 0.10%를 우대금리로 제공하며 최대 0.20%
- 가입자의 결혼, 임신, 출산, 가입자 자녀의 결혼, 손자 출생
▷신규가입고객이 다른 고객 1인을 소개시 0.05% 우대금리 제공하며 최대 0.10%까지 인정",0,
513,619DEPOSIT,IBK국군희망준비적금,ibk,단리,자유적립,3.8,제한없음 ~ 제한없음,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 3.8%우대 시 3.8%12개월기본 5.25%우대 시 5.25%24개월기본 5.3%우대 시 5.3%
","최고 연 0.50%p
1. 급여이체우대 : 연 0.20%p
2. 신용(체크)카드 우대 : 최고 연 0.20%p
3. 주택청약종합저축 신규 가입 우대 :  연. 0.10%p",0,
514,61DEPOSIT,KB가맹점우대적금,kb,단리,자유적립,1.6,"1만원 ~ 1,000만원",6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.1%우대 시 1.6%12개월기본 1.5%우대 시 2%24개월기본 1.7%우대 시 2.2%36개월기본 1.9%우대 시 2.4%
","""1. 가맹점결제계좌
우대이율
 : 신규일로부터 3개월이 되는 날이 속한 달에
 KB국민은행계좌로 KB국민카드(KB국민BC카드 포함)
 가맹점 대금 이체실적(공동망 가맹점 매입분 포함)이
 있는 경우
 - 연0.3%p
2. KB국민카드
 우대이율
 : 신규일로부터 3 개월이 되는 날이 속한 달에 30 만원
 이상의 KB국민카드(신용/체크, 개인/기업, KB국민BC카드
 포함) 이용실적주 (매입전표만 인정)이 있는 경우
 - 연0.1%p
3. 사업성공
 우대이율
 : 만기해지 시 적립금액(이자금액 제외)이 1천만원
 이상인 경우 - 연0.1%p""
",0,
515,620DEPOSIT,IBK사랑나눔적금,ibk,단리,자유적립,1.7,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.7%우대 시 1.7%24개월기본 1.8%우대 시 1.8%36개월기본 1.8%우대 시 1.8%
","최고 연 1.80%p
(계약기간별 고시금리와 동일한 금리를 우대금리로 제공)",0,
516,621DEPOSIT,주거래플러스 적금,kdb,단리,자유적립,1.4,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.4%우대 시 1.4%24개월기본 1.45%우대 시 1.45%36개월기본 1.5%우대 시 1.5%
","* 온라인 가입 : 0.1%
* 산업은행 정기예금 또는 산금채 가입 : 0.1%
* 체크카드 사용실적 또는 자동이체 : 0.5%
* 입금 실적(월 건당 50만원 이상) : 0.3%
* 펀드 자동이체 : 0.2%",0,
517,622DEPOSIT,정기적금,samjung_sb,단리,자유적립,1.8,제한없음 ~ 제한없음,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 1.9%우대 시 1.9%24개월기본 1.9%우대 시 1.9%
",없음,0,
518,623DEPOSIT,정기적금,yj_sb,복리,자유적립,1.8,제한없음 ~ 제한없음,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 1.8%우대 시 1.8%12개월기본 2%우대 시 2%24개월기본 2%우대 시 2%
",없음,0,
519,624DEPOSIT,정기적금,yc_sb,단리,자유적립,1.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.6%우대 시 1.6%12개월기본 2.1%우대 시 2.1%24개월기본 2.1%우대 시 2.1%36개월기본 2.1%우대 시 2.1%
",없음,0,
520,625DEPOSIT,삼삼오오함께만든적금,aju_sb,단리,정기적립,3.0,제한없음 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 3%우대 시 3%
",- 1. 5명 이상 동시 가입(공동구매 카페 운영중 http://cafe.naver.com/aju3355),0,
521,626DEPOSIT,정기적금,sj_sb,단리,정기적립,2.1,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.1%우대 시 2.1%12개월기본 2.2%우대 시 2.2%24개월기본 2.3%우대 시 2.3%36개월기본 2.3%우대 시 2.3%
","- 인터넷뱅킹, 모바일뱅킹 연 0.1% 우대",0,
522,627DEPOSIT,꿈나무장학적금,asan_sb,단리,정기적립,3.0,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 3%우대 시 3%24개월기본 3%우대 시 3%36개월기본 3.2%우대 시 3.2%
",없음,0,
523,628DEPOSIT,정기적금,double_sb,단리,자유적립,2.3,제한없음 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 2.3%우대 시 2.3%
","* 최대우대금리 연 0.2%
 - 교직원 우대 : 연 0.1%
 - 인터넷 적금 우대 : 연 0.1%
 - 만기 후 재가입 우대 : 연 0.1%
 - 3명 이상 동시가입 우대 : 연 0.1%",0,
524,629DEPOSIT,e-정기적금,smart_sb,단리,자유적립,1.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.6%우대 시 1.6%12개월기본 2.25%우대 시 2.25%24개월기본 2.2%우대 시 2.2%36개월기본 2.3%우대 시 2.3%
",없음,0,
525,62DEPOSIT,KB국군장병우대적금(간부용),kb,단리,정기적립,5.0,1만원 ~ 50만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 4.7%우대 시 5%24개월기본 4.8%우대 시 5.1%36개월기본 4.8%우대 시 5.1%
","""급여이체
우대이율
- 이 적금의 신규일로부터 3개월 이내에 1회 이상의 급여이체
실적이 있는 고객의 계좌에 적용 ""
",4,4.0
526,630DEPOSIT,e-정기적금,smart_sb,단리,정기적립,2.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.6%우대 시 2.6%12개월기본 2.9%우대 시 2.9%24개월기본 3%우대 시 3%36개월기본 3.1%우대 시 3.1%
",없음,0,
527,631DEPOSIT,e-PLAN 인터넷정기적금,ki_sb,단리,정기적립,1.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.6%우대 시 1.6%12개월기본 2.3%우대 시 2.3%24개월기본 2.4%우대 시 2.4%36개월기본 2.4%우대 시 2.4%
",- 없음,0,
528,632DEPOSIT,e-PLAN 인터넷정기적금(자유적립식),ki_sb,단리,자유적립,1.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.6%우대 시 1.6%12개월기본 2.3%우대 시 2.3%24개월기본 2.4%우대 시 2.4%36개월기본 2.4%우대 시 2.4%
",- 없음,0,
529,633DEPOSIT,정기적금,soulbrain_sb,단리,자유적립,1.6,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.6%우대 시 1.6%12개월기본 2%우대 시 2%24개월기본 2.1%우대 시 2.1%36개월기본 2.2%우대 시 2.2%
",- 인터넷뱅킹 적금 가입 : 연 0.1% (정액적립식만 해당),0,
530,634DEPOSIT,정기적금,soulbrain_sb,단리,정기적립,2.4,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.4%우대 시 2.4%12개월기본 2.7%우대 시 2.7%24개월기본 2.8%우대 시 2.8%36개월기본 2.9%우대 시 2.9%
",- 인터넷뱅킹 적금 가입 : 연 0.1% (정액적립식만 해당),0,
531,635DEPOSIT,쏠쏠한정기적금,soulbrain_sb,단리,정기적립,3.0,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 3%우대 시 3%24개월기본 3.1%우대 시 3.1%36개월기본 3.2%우대 시 3.2%
",없음,0,
532,636DEPOSIT,KB국민행복적금(정액적립식),kb,단리,정기적립,4.2,제한없음 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 4.2%우대 시 4.2%
","※ 우대이율 최고 연2.0%p
- 전 회차 월 저축금 납입하고 만기해지하는 경우 계약기간 동안 적용",0,
533,637DEPOSIT,KB국민행복적금(자유적립식),kb,단리,자유적립,4.2,제한없음 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 4.2%우대 시 4.2%
","※ 우대이율 최고 연1.0%p
- 만기해지하는 경우 계약기간 동안 적용",0,
534,638DEPOSIT,KB국군장병우대적금(간부용),kb,단리,자유적립,4.7,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 4.7%우대 시 4.7%24개월기본 4.8%우대 시 4.8%36개월기본 4.8%우대 시 4.8%
","※ 우대이율 최고 연0.3%p
- 급여이체 우대이율 : 연0.3%p",0,
535,639DEPOSIT,KB국군희망준비적금,kb,단리,자유적립,4.4,제한없음 ~ 제한없음,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 4.4%우대 시 4.4%12개월기본 5.4%우대 시 5.4%24개월기본 5.5%우대 시 5.5%
","※ 우대이율 최고 연0.3%p
- 급여이체 우대이율 : 연0.3%p",0,
536,63DEPOSIT,KB상호부금(정액적립식),kb,단리,정기적립,1.8,1만원 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.4%우대 시 1.8%12개월기본 1.5%우대 시 1.9%24개월기본 1.8%우대 시 2.2%36개월기본 2%우대 시 2.4%
","""1. 직장인우대종합통장 가입고객 인터넷뱅킹으로 가입시 or 명품여성종합통장 가입고객 인터넷뱅킹으로 가입시 0.3%p
2. 자동이체우대 : 계약기간에 해당하는 월차이상을 납입한 계좌 중납입회차의 2/3이상 창구 이외의 채널을 이용하여 입금할 경우 적용""
",0,
537,640DEPOSIT,KB미소드림적금,kb,단리,자유적립,3.6,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 3.6%우대 시 3.6%24개월기본 3.8%우대 시 3.8%36개월기본 4%우대 시 4%
",우대이율 없음,0,
538,641DEPOSIT,신한 新나라사랑적금,shinhan,단리,자유적립,4.4,제한없음 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 4.4%우대 시 4.4%
","※가산금리 최고 연 1.0%
-급여이체 실적 보유시 0.7%
- S20통장 보유 0.3%",0,
539,642DEPOSIT,신한 새희망적금,shinhan,단리,자유적립,3.0,제한없음 ~ 제한없음,36개월 고정,"
개월별 기본금리
36개월기본 3%우대 시 3%
","※가산금리 최고 연 1.5%
-신한은행 유동성계좌에서 자동이체 등록
- 만기해지계좌에 한함",0,
540,643DEPOSIT,Welcome 디딤돌적금,welcome_sb,단리,정기적립,6.6,1만원 ~ 30만원,12개월 고정,"
개월별 기본금리
12개월기본 6.6%우대 시 6.6%
","* 최고우대금리 : 4.0%
 ※ 단위는 연%p
 - 사회적 배려대상 가입가능한 상품 -가입대상 : 기초생활수급자,소년소녀가장,북한이탈주민,차상위계층 중 본인부담 경감 대상자, 근로장려금수급자, 한부모가족지원 보호대상자, 장애인연금, 장애수당, 장애아동수당 대상자",0,
541,644DEPOSIT,Welcome 드림 정기적금,welcome_sb,단리,정기적립,5.0,1만원 ~ 20만원,12개월 고정,"
개월별 기본금리
12개월기본 5%우대 시 5%
","- 없음
 - 가입대상: 만 19세 이상 개인회생자, 파산자, 신용회복자",0,
542,645DEPOSIT,Welcome 아이사랑 정기적금,welcome_sb,단리,정기적립,4.0,1만원 ~ 10만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 4%우대 시 4%24개월기본 4%우대 시 4%36개월기본 4%우대 시 4%
","- 없음
 - 가입대상 : 만 10세 이하 자녀를 둥 부모 중 1인",0,
543,646DEPOSIT,1004 나눔적금,kebhana,단리,자유적립,1.3,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.3%우대 시 1.3%24개월기본 1.4%우대 시 1.4%36개월기본 1.5%우대 시 1.5%
",만기축하금리 연 3.0%,0,
544,647DEPOSIT,(e)-정기적금,kuemhwa_sb,단리,자유적립,1.9,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.9%우대 시 1.9%12개월기본 2.2%우대 시 2.2%24개월기본 2.4%우대 시 2.4%36개월기본 2.4%우대 시 2.4%
",없음,0,
545,648DEPOSIT,(e)-정기적금,kuemhwa_sb,단리,정기적립,1.9,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.9%우대 시 1.9%12개월기본 2.7%우대 시 2.7%24개월기본 2.9%우대 시 2.9%36개월기본 3%우대 시 3%
",없음,0,
546,649DEPOSIT,e-행복더드림정기적금,kuemhwa_sb,단리,정기적립,3.2,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 3.2%우대 시 3.2%24개월기본 3.4%우대 시 3.4%36개월기본 3.4%우대 시 3.4%
","- 인터넷, 모바일 전용상품",0,
547,64DEPOSIT,KB상호부금(자유적립식),kb,단리,자유적립,1.75,제한없음 ~ 500만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.35%우대 시 1.75%12개월기본 1.4%우대 시 1.8%24개월기본 1.75%우대 시 2.15%36개월기본 1.9%우대 시 2.3%
","""1. 직장인우대종합통장 가입고객 인터넷뱅킹으로 가입시 or 명품여성종합통장 가입고객 인터넷뱅킹으로 가입시 0.3%p
2. 자동이체우대 : 계약기간에 해당하는 월차이상을 납입한 계좌 중납입회차의 2/3이상 창구 이외의 채널을 이용하여 입금할 경우 적용""
",3,4.0
548,650DEPOSIT,IBK놀이터적금,ibk,단리,자유적립,1.1,제한없음 ~ 제한없음,6개월 ~ 12개월,"
개월별 기본금리
6개월기본 1.1%우대 시 1.1%12개월기본 1.35%우대 시 1.35%
","최고 연0.8%p
그룹우대금리* : 최고 연 0.50%p
미션우대금리** : 최고 연 0.30%p
* 그룹개설 후 참여계좌수 및 적립누계총액에 따라 차등적으로 제공되는 우대금리
** 게임미션, 지인추천미션, i-ONE뱅크로 상품가입미션 수행 시 제공되는 우대금리",0,
549,651DEPOSIT,정기적금,welcome_sb,단리,자유적립,2.4,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 2.4%우대 시 2.4%12개월기본 2.8%우대 시 2.8%24개월기본 3%우대 시 3%36개월기본 3.2%우대 시 3.2%
",,0,
550,652DEPOSIT,투유더자유적금,bnkgn,단리,자유적립,1.2,제한없음 ~ 제한없음,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.2%12개월기본 1.6%우대 시 1.6%24개월기본 1.7%우대 시 1.7%
","①투유입출금통장에서 출금하여 신규시 0.10%
②당행 입출금통장에서 자동이체시 입금건별 0.10%
③이 상품 신규시 금리우대쿠폰을 등록할 경우 0.20%",0,
551,653DEPOSIT,Sh내가만든적금,suhyup,단리,자유적립,1.6,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.6%우대 시 1.6%24개월기본 1.7%우대 시 1.7%36개월기본 1.8%우대 시 1.8%
","* 최고 우대금리 : 1.5%
 - 공과금 등록건수: 최고 0.3%
 - 카드결제실적: 최고 0.6%
 - 아파트관리비이체실적: 0.2%
 - 친구추천우대: 0.5%
 - 최초고객: 0.2%
 - 만기재가입고객: 0.2%
 - Sh딩동가입고객: 0.1%
 - 적금 납입횟수: 0.1%
※ 단위는 연%p",0,
552,654DEPOSIT,Sh내가만든적금,suhyup,단리,정기적립,1.6,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.6%우대 시 1.6%24개월기본 1.7%우대 시 1.7%36개월기본 1.8%우대 시 1.8%
","* 최고 우대금리 : 1.5%
 - 공과금 등록건수: 최고 0.3%
 - 카드결제실적: 최고 0.6%
 - 아파트관리비이체실적: 0.2%
 - 친구추천우대: 0.5%
 - 최초고객: 0.2%
 - 만기재가입고객: 0.2%
 - Sh딩동가입고객: 0.1%
 - 적금 납입횟수: 0.1%
※ 단위는 연%p",0,
553,66DEPOSIT,KB황금알을낳는적금,kb,복리,자유적립,2.3,1만원 ~ 100만원,36개월 고정,"
개월별 기본금리
36개월기본 1.8%우대 시 2.3%
","황금열쇠 우대이율: 만기 시까지 중도인출 없이 30회차 이상을 납입한 경우 연0.5%p
",0,
554,67DEPOSIT,KB국민행복적금 (정액적립식) ,kb,단리,정기적립,6.5,1만원 ~ 50만원,12개월 고정,"
개월별 기본금리
12개월기본 4.5%우대 시 6.5%
","- 정액적립식: 연2.0%p (전 회차 월 저축금을 납입하고 만기해지하는 경우 계약기간 동안 적용)
",0,
555,68DEPOSIT,KB국민행복적금 (자유적립식) ,kb,단리,자유적립,5.5,제한없음 ~ 50만원,12개월 고정,"
개월별 기본금리
12개월기본 4.5%우대 시 5.5%
","- 자유적립식: 연1.0%p (만기해지하는 경우 계약기간 동안 적용)
",0,
556,69DEPOSIT,KB말하는적금,kb,단리,자유적립,1.5,제한없음 ~ 100만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.5%12개월기본 1.6%우대 시 1.9%24개월기본 1.7%우대 시 2%36개월기본 1.9%우대 시 2.2%
","""저축왕 우대이율: 이 적금의 신규일로부터 만기 한달 전까지 국민은행에서 고시한 정기예금주) 을 1개 이상 가입하는 경우 (적금 만기일 전에 정기예금을 중도해지하는 경우는 제외)
주) KB Smart★폰 예금, e-파워정기예금, KB국민첫재테크예금, KB국민UP정기예금, 국민수퍼정기예금(CD금리연동형 포함), KB펀드와만나는예금
* 대상 정기예금은 변경될 수 있습니다.
* 정기예금을 2개 이상 가입하는 경우에도 저축왕우대이율 연0.2%p 적용됩니다. 연 0.2%

친구추천 우대이율: 이 적금의 신규일로부터 만기 한달 전까지「KB말하는적금」 어플리케이션을 로그인하여 메시지전송 메뉴를 통해 5회 이상 친구 등 지인에게 메시지를 전송하는 경우
* 메시지 전송횟수는 1일 1회만 인정합니다.
* 메시지전송메뉴는「KB말하는적금」어플리케이션을 다운로드 받은 후 이용 가능합니다. 연 0.1%""
",0,
557,6DEPOSIT,위비 꿀적금,woori,단리,정기적립,0.0,5만원 ~ 50만원,6개월 ~ 12개월,"
개월별 기본금리
6개월기본 1.5%우대 시 2%12개월기본 2%우대 시 0%
",- 우리 꿈통장으로 연결하여 가입 시 연 0.2%p 우대금리 적용,1,4.0
